store_code,report_date,ro_count,labor_sales,parts_sales,labor_hours,cp_labor_sales,warranty_labor_sales,internal_labor_sales
CR4,2026-05-14,43,11807.00,10189.25,79.8,7594.58,3188.47,1023.95
CR4,2026-05-15,40,9778.40,8054.96,67.4,6393.86,2156.12,1228.42
CR4,2026-05-16,26,6441.95,4948.86,45.0,3433.24,2258.91,749.80
CR4,2026-05-17,7,1315.24,1007.99,8.8,916.77,319.21,79.26
CR4,2026-05-18,36,7814.33,6077.33,53.3,5294.06,1543.92,976.35
CR4,2026-05-19,43,9882.82,7609.02,70.3,6636.82,1151.39,2094.61
CR4,2026-05-20,39,9744.71,6822.59,63.9,7076.10,2173.59,495.02
CR4,2026-05-21,44,10613.40,8762.65,73.1,6207.00,3418.55,987.85
CR4,2026-05-22,46,13820.57,11034.76,87.2,11625.38,1604.10,591.09
CR4,2026-05-23,26,5699.63,4231.27,36.4,4464.74,1101.19,133.70
CR4,2026-05-24,1,363.68,466.54,2.1,363.68,0.00,0.00
CR4,2026-05-25,33,8459.42,7052.90,58.1,5080.96,2474.32,904.14
CR4,2026-05-26,34,9846.49,7438.00,63.1,7952.43,1345.44,548.62
CR4,2026-05-27,35,10071.96,9530.54,64.8,8468.62,1191.70,411.64
CR4,2026-05-28,48,11932.02,9196.81,80.9,8143.24,2559.36,1229.42
CR4,2026-05-29,40,10585.31,9151.16,67.9,8010.94,2323.59,250.78
CR4,2026-05-30,27,6597.75,5096.16,43.6,4732.27,1368.54,496.94
CR4,2026-05-31,8,2215.90,2124.65,14.0,1844.41,371.49,0.00
CR4,2026-06-01,43,12846.13,9644.60,84.7,8953.46,2925.51,967.16
CR4,2026-06-02,39,10119.03,9256.98,65.4,7387.65,2373.70,357.68
CR4,2026-06-03,38,9351.02,8555.37,65.0,5654.79,2441.44,1254.79
CR4,2026-06-04,48,12995.79,11346.98,83.7,9817.52,2654.07,524.20
CR4,2026-06-05,45,11921.60,10295.34,84.1,7293.73,2769.17,1858.70
CR4,2026-06-06,33,8028.43,5616.04,52.3,6466.05,1094.92,467.46
CR4,2026-06-07,9,2836.77,2669.18,17.7,2503.88,225.13,107.76
CR4,2026-06-08,32,8165.29,6583.21,53.6,5561.98,2240.25,363.06
CR4,2026-06-09,46,10861.73,9179.12,70.4,8126.80,1977.44,757.49
CR4,2026-06-10,42,9437.98,8206.08,62.6,6464.00,2180.92,793.06
CR4,2026-06-11,43,10353.32,9201.39,70.0,7052.34,2425.18,875.80
CR4,2026-06-12,44,11485.92,9197.89,79.8,6816.80,3263.98,1405.14
CR4,2026-06-13,19,5363.39,4471.57,36.8,3602.32,1103.10,657.97
CR4,2026-06-14,5,1289.37,1216.63,8.7,1107.65,0.00,181.72
CR4,2026-06-15,44,12517.14,10640.95,79.7,10539.71,1382.21,595.22
CR4,2026-06-16,44,11965.89,10209.86,77.7,8806.95,2679.61,479.33
CR4,2026-06-17,42,10350.11,9721.33,70.3,7066.05,2132.53,1151.53
CR4,2026-06-18,32,7129.06,5642.42,48.0,4411.48,2447.47,270.11
CR4,2026-06-19,44,11558.96,9659.79,75.5,8657.67,2159.43,741.86
CR4,2026-06-20,25,6679.63,5273.19,44.1,4859.16,1420.27,400.20
CR4,2026-06-21,4,829.85,993.23,5.5,459.42,370.43,0.00
CR4,2026-06-22,46,12782.67,9931.45,83.2,9208.58,3344.94,229.15
CR4,2026-06-23,45,10731.99,9320.80,73.3,6746.53,2948.93,1036.53
CR4,2026-06-24,43,11089.75,9406.05,76.6,6388.31,3484.57,1216.87
CR4,2026-06-25,48,12638.57,10942.53,81.7,9638.68,2493.42,506.47
CR4,2026-06-26,43,9670.06,7864.84,65.8,6423.44,2262.74,983.88
CR4,2026-06-27,29,6578.15,6216.88,44.0,4484.08,1553.47,540.60
CR4,2026-06-28,6,1812.79,1672.48,11.2,1640.32,172.47,0.00
CR4,2026-06-29,45,10636.46,8344.00,73.3,7118.47,2070.34,1447.65
CR4,2026-06-30,34,8905.06,7492.96,59.2,7072.37,906.40,926.29
CR4,2026-07-01,51,13441.23,11215.65,91.6,9164.47,3060.51,1216.25
CR4,2026-07-02,37,9415.18,8120.67,61.1,7825.11,797.28,792.79
CR4,2026-07-03,44,10603.86,8786.82,71.0,6391.93,3726.30,485.63
CR4,2026-07-04,37,9112.51,6738.65,62.8,5929.65,1916.14,1266.72
CR4,2026-07-05,7,1439.98,1069.38,9.0,1093.85,346.13,0.00
CR4,2026-07-06,39,10439.96,6769.15,70.0,8195.19,762.47,1482.30
CR4,2026-07-07,31,8378.49,6874.69,55.3,6324.54,1300.95,753.00
CR4,2026-07-08,46,11075.08,8731.25,72.9,8337.89,1895.06,842.13
CR4,2026-07-09,48,12530.48,9361.60,84.1,9096.99,2250.94,1182.55
CR4,2026-07-10,37,10475.82,10169.90,71.6,7834.62,1199.60,1441.60
CR4,2026-07-11,28,6891.96,6310.08,50.1,2932.72,2806.93,1152.31
CR4,2026-07-12,8,2376.52,2072.52,15.0,1673.86,702.66,0.00
CR4,2026-07-13,41,10374.69,9147.19,68.9,7651.64,1709.07,1013.98
CR4,2026-07-14,31,9450.93,8467.07,63.7,5805.42,2846.06,799.45
CR4,2026-07-15,45,11503.89,10595.65,74.5,8404.54,2466.54,632.81
CR4,2026-07-16,54,14934.62,12503.53,96.9,10610.36,3657.09,667.17
CR4,2026-07-17,53,13181.39,11177.45,88.2,9721.88,1982.36,1477.15
CR4,2026-07-18,34,9297.01,7839.32,60.2,6673.47,2258.02,365.52
CR4,2026-07-19,12,3186.81,2744.41,22.6,1955.65,747.66,483.50
CR4,2026-07-20,38,11054.33,9088.46,69.4,9654.50,1024.55,375.28
CR4,2026-07-21,37,9721.35,8184.83,65.0,6753.00,1926.19,1042.16
CR4,2026-07-22,39,9890.97,9306.86,64.8,6731.75,2745.27,413.95
CR4,2026-07-23,48,13633.02,11371.32,92.0,10477.29,1317.61,1838.12
CR4,2026-07-24,54,13427.92,10899.86,86.5,10110.14,2957.80,359.98
CR4,2026-07-25,42,12279.86,10680.91,79.2,9933.49,1806.19,540.18
CR4,2026-07-26,1,421.31,322.17,2.5,421.31,0.00,0.00
CR4,2026-07-27,42,8691.48,6986.26,59.1,5691.27,2170.03,830.18
CR4,2026-07-28,42,11532.86,10310.12,79.4,7821.74,2240.00,1471.12
CR4,2026-07-29,37,9736.81,8205.00,63.7,6983.63,2417.51,335.67
CR4,2026-07-30,52,13933.81,12239.93,94.4,8235.78,4795.17,902.86
CR4,2026-07-31,49,11800.70,10255.68,77.7,9500.89,908.62,1391.19
CR4,2026-08-01,30,7482.38,6735.19,51.7,4561.75,2167.47,753.16
CR4,2026-08-02,11,2552.41,2248.53,17.0,1459.59,964.85,127.97
CR4,2026-08-03,32,9242.10,7865.70,58.6,7914.90,773.43,553.77
CR4,2026-08-04,45,12988.33,11250.63,82.3,10647.47,1942.37,398.49
CR4,2026-08-05,37,7897.46,5868.16,53.6,5996.54,648.47,1252.45
CR4,2026-08-06,37,8638.94,6878.22,56.4,5606.50,2776.91,255.53
CR4,2026-08-07,46,12722.82,11227.53,85.2,8428.08,3379.46,915.28
CR4,2026-08-08,22,5922.59,5123.05,40.1,3999.08,1520.20,403.31
CR4,2026-08-09,10,3016.19,2378.34,19.5,2031.41,984.78,0.00
CR4,2026-08-10,38,11353.49,9946.45,75.3,8283.53,1958.11,1111.85
CR4,2026-08-11,37,10163.42,7762.54,68.8,6742.88,2283.73,1136.81
CR4,2026-08-12,37,9339.28,8767.79,62.5,6636.96,1922.41,779.91
CR4,2026-08-13,42,8886.43,6645.40,61.9,5262.76,2454.81,1168.86
CR4,2026-08-14,48,12299.86,10716.29,82.8,8696.49,2442.45,1160.92
CR4,2026-08-15,16,3952.87,2407.91,29.9,2377.92,355.51,1219.44
CR4,2026-08-16,7,1665.58,1334.78,10.8,1404.35,40.27,220.96
CR4,2026-08-17,36,7677.25,5582.60,52.4,4919.34,1973.20,784.71
CR4,2026-08-18,33,8811.07,6848.53,58.2,6757.74,1260.84,792.49
CR4,2026-08-19,27,6505.18,5066.25,42.6,4675.22,1451.43,378.53
CR4,2026-08-20,43,12446.51,11047.25,79.2,9577.61,2436.87,432.03
CR4,2026-08-21,38,10632.86,9202.11,69.2,7936.56,2059.17,637.13
CR4,2026-08-22,27,7010.91,6438.80,46.4,5703.45,475.14,832.32
CR4,2026-08-23,4,1163.03,1068.31,7.8,606.01,557.02,0.00
CR4,2026-08-24,33,10289.71,7867.18,65.9,7980.55,1891.21,417.95
CR4,2026-08-25,49,13339.83,11605.27,86.7,9725.42,3312.76,301.65
CR4,2026-08-26,46,11897.82,10000.12,80.2,8164.59,2799.57,933.66
CR4,2026-08-27,47,12480.00,10951.25,84.7,8182.14,3005.01,1292.85
CR4,2026-08-28,47,12383.81,10937.81,87.1,7139.50,3686.89,1557.42
CR4,2026-08-29,38,7916.95,6870.31,52.4,5514.23,1902.20,500.52
CR4,2026-08-30,10,2321.38,2150.27,16.9,973.02,935.82,412.54
CR4,2026-08-31,34,9413.36,7676.26,63.2,6592.06,2033.24,788.06
CR4,2026-09-01,35,9454.70,8298.47,63.5,6550.70,1930.66,973.34
CR4,2026-09-02,46,10805.11,8865.21,70.8,8251.04,1732.64,821.43
CR4,2026-09-03,26,5602.85,4101.95,38.7,3815.08,986.29,801.48
CR4,2026-09-04,17,4874.41,4255.34,32.8,3432.03,1028.46,413.92
CR4,2026-09-05,21,6138.14,5261.50,40.5,4944.26,569.28,624.60
