deal_number,store_code,deal_date,deal_type,sale_type,status,new_used,stock_number,model_year,make,model,front_gross,fi_gross,doc_fee,gap_attached,gap_gross,vsc_attached,vsc_gross,lender_type,term_months,financed,has_trade,days_in_stock_at_sale,salesperson_id,fi_manager_id
500172,CR3,2025-09-06,R,W,F,N,310315,2026,Ford,Explorer,-560.60,0.00,0.00,0,0.00,0,0.00,none,,0,0,72,1041,1064
500173,CR4,2025-09-06,R,R,F,U,410093,2017,Jeep,SUV,2777.38,3316.83,899.00,1,749.19,1,1617.75,captive,84,1,0,52,1073,1087
500174,CR4,2025-09-06,R,R,F,U,410112,2019,Nissan,SUV,3402.18,185.34,799.00,0,0.00,0,0.00,cash,,0,0,32,1070,1086
500175,CR4,2025-09-06,R,R,F,N,410302,2026,Chevrolet,Trax,732.37,537.37,899.00,0,0.00,0,0.00,outside,75,1,0,58,1065,1086
500176,CR4,2025-09-06,R,R,F,N,410325,2026,Chevrolet,Trax,-1166.34,612.17,699.00,1,458.49,0,0.00,captive,66,1,0,64,1065,1086
500177,CR4,2025-09-06,R,R,F,N,410258,2026,Chevrolet,Blazer,-513.27,370.86,699.00,0,0.00,0,0.00,cash,,0,0,44,1065,1087
500178,CR4,2025-09-06,R,R,F,N,410219,2026,Chevrolet,Malibu,2110.34,1937.22,699.00,1,709.17,1,599.05,outside,60,1,0,66,1073,1086
500179,CR4,2025-09-06,R,R,F,N,410312,2026,Chevrolet,Traverse,2778.30,1444.50,799.00,0,0.00,1,1444.50,cash,,0,1,65,1069,1087
500180,CR4,2025-09-06,L,L,F,N,410108,2025,Chevrolet,Traverse,1873.98,1470.72,699.00,1,522.87,0,0.00,captive,72,1,0,45,1069,1087
500181,CR4,2025-09-06,R,R,F,U,410204,2019,Kia,Forte,3072.31,992.30,699.00,1,606.06,0,0.00,captive,66,1,0,34,1066,1087
500182,CR4,2025-09-06,R,R,F,U,410248,2023,Subaru,SUV,1052.18,2910.26,799.00,0,0.00,1,1723.01,outside,60,1,1,52,1068,1086
500183,CR4,2025-09-06,R,R,F,N,410246,2026,Chevrolet,Colorado,1210.96,1762.43,899.00,1,569.89,1,1192.54,captive,66,1,1,63,1065,1087
500184,CR4,2025-09-06,L,L,F,N,410006,2026,Chevrolet,Tahoe,1334.33,95.54,899.00,0,0.00,0,0.00,cash,,0,0,69,1071,1086
500185,CR4,2025-09-06,R,W,F,N,410090,2026,Chevrolet,Trax,-145.39,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1068,1086
500186,CR4,2025-09-06,R,W,F,U,410036,2019,Chevrolet,Equinox,-488.35,0.00,0.00,0,0.00,0,0.00,none,,0,0,73,1066,1086
500187,CR1,2025-09-08,L,L,F,N,110254,2026,Hyundai,Sonata,2469.13,2778.55,699.00,1,705.14,1,1180.80,captive,66,1,0,57,1006,1020
500188,CR1,2025-09-08,R,R,F,U,110284,2020,Kia,Seltos,1888.94,1984.82,799.00,0,0.00,1,1105.21,outside,48,1,1,74,1004,1021
500189,CR1,2025-09-08,R,R,F,N,110328,2026,Hyundai,Sonata,1299.28,0.00,799.00,0,0.00,0,0.00,captive,60,1,0,3,1006,1020
500190,CR1,2025-09-08,L,L,F,N,110278,2026,Hyundai,Sonata,2859.21,201.69,699.00,0,0.00,0,0.00,cash,,0,0,36,1001,1020
500191,CR1,2025-09-08,L,L,F,N,110120,2026,Hyundai,Santa Fe,-50.78,0.00,699.00,0,0.00,0,0.00,cash,,0,0,39,1002,1020
500192,CR1,2025-09-08,L,L,F,N,110071,2025,Hyundai,Santa Fe,1200.46,4022.01,899.00,1,611.61,1,1867.51,captive,48,1,1,54,1005,1021
500193,CR1,2025-09-08,R,R,F,U,110075,2021,Honda,SUV,2542.63,466.17,699.00,0,0.00,0,0.00,captive,60,1,0,75,1008,1020
500194,CR1,2025-09-08,R,W,F,N,110137,2026,Hyundai,Ioniq 5,473.35,0.00,0.00,0,0.00,0,0.00,none,,0,0,64,1003,1021
500195,CR2,2025-09-08,R,R,F,N,210001,2025,Kia,K5,996.04,784.09,899.00,0,0.00,0,0.00,cash,,0,0,65,1024,1037
500196,CR2,2025-09-08,R,R,F,U,210172,2018,Honda,Sedan,2447.13,2293.65,799.00,0,0.00,1,1554.46,cash,,0,1,57,1025,1036
500197,CR2,2025-09-08,R,R,F,N,210100,2025,Kia,Forte,2087.27,254.39,899.00,0,0.00,0,0.00,cash,,0,0,64,1022,1036
500198,CR2,2025-09-08,R,R,F,N,210061,2026,Kia,Telluride,-1484.81,2331.70,899.00,1,660.48,1,1420.49,captive,84,1,0,19,1022,1037
500199,CR3,2025-09-08,R,R,F,U,310434,2018,Subaru,Sedan,2163.74,2753.26,699.00,1,717.45,1,1583.53,captive,84,1,0,3,1046,1063
500200,CR3,2025-09-08,R,R,F,N,310201,2026,Ford,F-150,1789.16,1771.34,699.00,0,0.00,1,1453.83,cash,,0,0,13,1042,1063
500201,CR3,2025-09-08,R,R,F,N,310021,2025,Ford,Explorer,511.51,687.65,799.00,0,0.00,0,0.00,outside,75,1,0,18,1042,1063
500202,CR3,2025-09-08,R,R,F,N,310174,2026,Ford,Expedition,1074.40,2151.36,799.00,0,0.00,1,1764.64,captive,60,1,0,40,1048,1064
500203,CR3,2025-09-08,L,L,F,N,310199,2026,Ford,Escape,3169.75,3111.54,799.00,1,545.66,1,1958.56,captive,60,1,1,71,1043,1063
500204,CR3,2025-09-08,R,R,F,N,310125,2026,Ford,Mustang,1325.45,1534.08,799.00,1,499.79,0,0.00,captive,72,1,1,61,1040,1063
500205,CR3,2025-09-08,R,R,F,N,310009,2026,Ford,Bronco,-532.14,1054.43,799.00,0,0.00,1,1054.43,cash,,0,0,71,1043,1064
500206,CR4,2025-09-08,R,R,F,U,410124,2022,Jeep,Truck,3370.09,2639.33,699.00,1,700.87,1,1437.53,captive,75,1,1,19,1068,1086
500207,CR4,2025-09-08,R,R,F,N,410109,2026,Chevrolet,Blazer,1288.28,1884.94,899.00,0,0.00,1,1467.84,cash,,0,0,65,1067,1087
500208,CR4,2025-09-08,R,R,U,U,410071,2022,GMC,Sedan,-735.04,-1112.21,699.00,0,0.00,1,1638.41,cash,,0,1,69,1069,1087
500209,CR4,2025-09-08,R,R,F,U,410241,2024,Honda,SUV,3655.83,2484.75,699.00,0,0.00,1,1443.74,captive,84,1,1,9,1067,1087
500210,CR4,2025-09-08,R,R,F,N,410368,2026,Chevrolet,Tahoe,736.63,3009.46,699.00,1,625.06,1,1971.69,outside,72,1,1,3,1065,1086
500211,CR4,2025-09-08,R,R,F,N,410014,2025,Chevrolet,Trax,2561.03,2062.86,899.00,0,0.00,1,1519.40,cash,,0,0,48,1070,1086
500212,CR4,2025-09-08,R,R,F,N,410013,2026,Chevrolet,Traverse,1101.91,1092.68,899.00,1,662.86,0,0.00,captive,72,1,1,54,1073,1086
500213,CR4,2025-09-08,R,R,F,N,410163,2026,Chevrolet,Blazer,2139.36,2870.47,899.00,0,0.00,1,2083.41,captive,72,1,0,39,1070,1086
500214,CR4,2025-09-08,R,R,F,U,410073,2017,Nissan,Truck,3193.95,1402.90,699.00,1,616.81,0,0.00,captive,72,1,1,70,1070,1087
500215,CR4,2025-09-08,L,L,F,N,410063,2026,Chevrolet,Malibu,3835.11,76.62,699.00,0,0.00,0,0.00,cash,,0,0,12,1068,1086
500216,CR1,2025-09-09,L,L,F,N,110132,2025,Hyundai,Ioniq 5,364.97,1457.27,699.00,1,574.69,0,0.00,captive,60,1,0,48,1002,1021
500217,CR1,2025-09-09,R,R,F,N,110079,2026,Hyundai,Ioniq 5,2106.54,2046.77,699.00,1,623.61,1,1121.71,captive,66,1,1,75,1004,1021
500218,CR1,2025-09-09,R,R,F,U,110001,2020,Hyundai,Palisade,1560.64,654.25,799.00,0,0.00,0,0.00,captive,72,1,1,13,1001,1020
500219,CR1,2025-09-09,R,R,F,U,110081,2017,Hyundai,Santa Fe,2459.31,1319.60,699.00,0,0.00,1,1319.60,cash,,0,0,74,1002,1020
500220,CR1,2025-09-09,R,R,F,U,110035,2024,Hyundai,Tucson,2754.58,2057.30,799.00,0,0.00,1,2057.30,cash,,0,0,51,1004,1021
500221,CR1,2025-09-09,R,R,F,N,110066,2025,Hyundai,Sonata,-113.80,2609.18,899.00,1,611.32,1,1531.19,captive,72,1,1,72,1003,1020
500222,CR1,2025-09-09,R,W,F,N,110248,2026,Hyundai,Elantra,-1383.52,0.00,0.00,0,0.00,0,0.00,none,,0,0,72,1007,1021
500223,CR1,2025-09-09,R,W,F,N,110010,2026,Hyundai,Tucson,362.76,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1002,1021
500224,CR2,2025-09-09,R,R,F,U,210162,2017,Kia,Seltos,3200.25,1858.39,699.00,0,0.00,1,1372.41,outside,48,1,0,76,1027,1037
500225,CR2,2025-09-09,R,R,F,N,210254,2026,Kia,Seltos,865.99,1911.00,799.00,0,0.00,1,1492.17,captive,48,1,0,0,1024,1037
500226,CR2,2025-09-09,L,L,F,N,210218,2026,Kia,Telluride,369.28,2347.87,699.00,1,452.06,1,1779.45,captive,60,1,1,7,1024,1036
500227,CR2,2025-09-09,R,R,F,U,210043,2022,Chevrolet,Silverado 1500,3650.17,266.38,699.00,0,0.00,0,0.00,captive,72,1,0,73,1023,1036
500228,CR2,2025-09-09,R,R,F,U,210225,2023,Jeep,Sedan,2552.69,1163.85,799.00,1,689.22,0,0.00,captive,84,1,1,6,1024,1036
500229,CR2,2025-09-09,R,R,F,N,210140,2026,Kia,Forte,3965.59,3271.25,799.00,1,595.37,1,1652.67,outside,60,1,1,67,1023,1036
500230,CR2,2025-09-09,L,L,F,N,210143,2026,Kia,K5,1649.88,1586.98,699.00,1,544.45,0,0.00,captive,48,1,0,65,1025,1037
500231,CR2,2025-09-09,R,R,F,U,210078,2022,Hyundai,Tucson,4000.79,1016.30,899.00,1,504.79,0,0.00,outside,72,1,0,72,1022,1036
500232,CR2,2025-09-09,R,W,F,U,210204,2023,Ford,Escape,611.44,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1027,1037
500233,CR2,2025-09-09,R,W,F,N,210050,2025,Kia,Sportage,-32.30,0.00,0.00,0,0.00,0,0.00,none,,0,0,61,1027,1037
500234,CR3,2025-09-09,R,R,F,N,310254,2026,Ford,F-150,1993.34,1637.22,899.00,1,554.22,0,0.00,captive,84,1,0,54,1045,1063
500235,CR3,2025-09-09,R,R,F,U,310403,2023,Chevrolet,Tahoe,4008.38,689.97,899.00,0,0.00,0,0.00,captive,60,1,0,7,1042,1064
500236,CR3,2025-09-09,R,R,F,N,310190,2025,Ford,Escape,2781.95,2453.02,699.00,1,673.97,1,1779.05,outside,84,1,1,72,1040,1064
500237,CR3,2025-09-09,R,R,F,N,310155,2025,Ford,Super Duty,639.11,508.41,699.00,0,0.00,0,0.00,captive,72,1,1,30,1044,1064
500238,CR3,2025-09-09,L,L,F,N,310082,2026,Ford,Super Duty,2038.94,1752.76,699.00,0,0.00,1,1211.40,captive,72,1,0,72,1039,1064
500239,CR3,2025-09-09,R,R,F,N,310449,2026,Ford,Maverick,1552.73,354.40,699.00,0,0.00,0,0.00,cash,,0,1,1,1046,1064
500240,CR3,2025-09-09,R,R,F,N,310112,2025,Ford,Bronco,1927.78,0.00,699.00,0,0.00,0,0.00,cash,,0,0,44,1047,1064
500241,CR4,2025-09-09,R,R,F,N,410200,2026,Chevrolet,Traverse,414.59,3097.43,799.00,1,746.59,1,1645.39,outside,75,1,0,44,1068,1086
500242,CR4,2025-09-09,R,R,F,U,410334,2024,Subaru,SUV,-547.87,2072.72,699.00,0,0.00,1,1528.98,outside,72,1,1,8,1070,1086
500243,CR4,2025-09-09,R,R,F,N,410271,2026,Chevrolet,Silverado 1500,1009.09,2075.41,899.00,1,670.16,0,0.00,captive,72,1,1,41,1070,1087
500244,CR4,2025-09-09,R,R,F,N,410190,2025,Chevrolet,Tahoe,1782.23,1674.06,699.00,0,0.00,1,999.00,captive,66,1,0,72,1073,1086
500245,CR4,2025-09-09,R,W,F,N,410119,2026,Chevrolet,Equinox,-836.47,0.00,0.00,0,0.00,0,0.00,none,,0,0,68,1068,1087
500246,CR1,2025-09-10,R,R,F,N,110141,2026,Hyundai,Ioniq 5,-405.77,1994.13,799.00,1,624.27,1,1369.86,captive,66,1,0,58,1005,1020
500247,CR1,2025-09-10,R,R,F,N,110055,2026,Hyundai,Sonata,387.83,85.03,799.00,0,0.00,0,0.00,cash,,0,1,77,1004,1021
500248,CR1,2025-09-10,R,R,F,N,110274,2026,Hyundai,Kona,1288.53,2438.43,699.00,0,0.00,1,1654.90,captive,60,1,1,72,1007,1020
500249,CR1,2025-09-10,R,R,F,N,110033,2026,Hyundai,Kona,1598.10,695.99,699.00,0,0.00,0,0.00,outside,60,1,1,69,1006,1020
500250,CR1,2025-09-10,R,R,F,N,110243,2026,Hyundai,Ioniq 5,2730.18,2024.95,899.00,0,0.00,1,1412.92,outside,48,1,1,79,1005,1021
500251,CR1,2025-09-10,R,R,F,U,110037,2025,Kia,Forte,3975.40,215.63,699.00,0,0.00,0,0.00,cash,,0,0,68,1002,1020
500252,CR1,2025-09-10,R,R,F,U,110049,2020,Ford,Super Duty,2005.76,2822.13,899.00,1,837.45,1,1324.56,captive,72,1,1,71,1005,1020
500253,CR1,2025-09-10,R,W,F,U,110219,2021,Hyundai,Sonata,-868.25,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1007,1020
500254,CR2,2025-09-10,R,R,F,U,210108,2019,Jeep,Sedan,3973.27,2474.55,899.00,0,0.00,1,1848.64,captive,48,1,1,73,1026,1036
500255,CR2,2025-09-10,R,W,F,N,210051,2026,Kia,Seltos,-466.33,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1025,1036
500256,CR3,2025-09-10,R,R,F,N,310160,2026,Ford,F-150,1078.21,380.09,699.00,0,0.00,0,0.00,cash,,0,0,21,1043,1064
500257,CR3,2025-09-10,R,R,F,N,310469,2026,Ford,Expedition,3137.96,1382.57,699.00,1,778.76,0,0.00,captive,72,1,0,1,1045,1063
500258,CR3,2025-09-10,R,R,F,U,310085,2021,Chevrolet,Colorado,3400.07,1979.94,699.00,1,636.04,1,1249.30,captive,60,1,0,69,1046,1063
500259,CR3,2025-09-10,R,R,F,N,310043,2026,Ford,Expedition,842.22,1249.22,699.00,0,0.00,1,894.81,captive,84,1,1,76,1042,1064
500260,CR3,2025-09-10,R,R,F,N,310217,2026,Ford,Expedition,1606.01,1376.66,699.00,0,0.00,1,1306.89,cash,,0,0,72,1041,1064
500261,CR3,2025-09-10,R,R,F,N,310247,2025,Ford,Explorer,2558.58,2046.40,699.00,0,0.00,1,2046.40,cash,,0,1,25,1046,1063
500262,CR3,2025-09-10,R,R,F,U,310386,2019,Subaru,Truck,3161.42,313.11,799.00,0,0.00,0,0.00,cash,,0,0,69,1042,1063
500263,CR3,2025-09-10,R,R,F,U,310169,2018,Ford,Escape,2589.77,811.71,699.00,0,0.00,1,573.42,outside,48,1,1,73,1041,1063
500264,CR3,2025-09-10,R,R,F,N,310225,2025,Ford,Mustang,1707.26,260.60,699.00,0,0.00,0,0.00,cash,,0,0,30,1047,1063
500265,CR3,2025-09-10,L,L,F,N,310314,2026,Ford,F-150,2595.71,471.97,799.00,0,0.00,0,0.00,captive,66,1,0,17,1048,1064
500266,CR3,2025-09-10,R,W,F,U,310379,2025,Ford,Bronco,-81.76,0.00,0.00,0,0.00,0,0.00,none,,0,0,75,1038,1063
500267,CR3,2025-09-10,R,W,F,N,310091,2026,Ford,F-150,-1192.22,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1041,1063
500268,CR4,2025-09-10,R,R,F,U,410344,2020,Kia,Telluride,3636.42,920.36,799.00,1,581.03,0,0.00,captive,60,1,1,8,1070,1086
500269,CR4,2025-09-10,R,R,F,N,410009,2026,Chevrolet,Traverse,3133.29,1300.65,899.00,1,697.67,0,0.00,captive,75,1,1,21,1069,1086
500270,CR4,2025-09-10,R,R,F,N,410022,2026,Chevrolet,Blazer,2825.12,1662.97,799.00,1,625.80,0,0.00,outside,84,1,0,64,1072,1086
500271,CR4,2025-09-10,R,R,F,N,410316,2025,Chevrolet,Tahoe,2061.21,281.52,699.00,0,0.00,0,0.00,cash,,0,1,27,1066,1086
500272,CR4,2025-09-10,R,R,F,N,410256,2026,Chevrolet,Tahoe,1860.14,2090.96,699.00,1,610.12,1,1048.74,captive,72,1,0,70,1069,1086
500273,CR4,2025-09-10,R,R,F,N,410234,2026,Chevrolet,Tahoe,1096.35,472.05,699.00,0,0.00,0,0.00,captive,75,1,0,47,1073,1087
500274,CR4,2025-09-10,R,R,F,U,410213,2020,Nissan,SUV,2829.69,2018.37,799.00,0,0.00,1,1920.87,cash,,0,1,46,1066,1086
500275,CR4,2025-09-10,R,W,F,U,410318,2021,Toyota,Sedan,-737.61,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1069,1087
500276,CR1,2025-09-11,R,R,F,U,110087,2017,Kia,Sorento,4098.84,1013.14,699.00,0,0.00,0,0.00,captive,72,1,1,25,1006,1020
500277,CR1,2025-09-11,R,R,F,N,110070,2026,Hyundai,Sonata,1606.37,1914.75,699.00,0,0.00,1,1914.75,cash,,0,1,14,1007,1020
500278,CR1,2025-09-11,R,R,F,U,110083,2017,Kia,Seltos,2640.21,1038.81,699.00,1,644.10,0,0.00,captive,72,1,0,74,1005,1020
500279,CR1,2025-09-11,R,R,F,U,110249,2017,Jeep,SUV,1795.72,1894.86,699.00,0,0.00,1,1673.58,cash,,0,0,77,1001,1021
500280,CR1,2025-09-11,R,R,F,U,110157,2019,Nissan,Sedan,1633.99,945.98,699.00,0,0.00,0,0.00,captive,60,1,0,55,1007,1020
500281,CR1,2025-09-11,R,R,F,U,110211,2022,Toyota,Truck,2387.07,1298.23,699.00,1,585.06,0,0.00,outside,66,1,1,70,1005,1020
500282,CR1,2025-09-11,R,R,F,N,110149,2025,Hyundai,Elantra,3120.04,2528.21,899.00,1,719.77,1,1084.53,outside,72,1,0,67,1006,1020
500283,CR2,2025-09-11,R,R,F,U,210201,2018,Toyota,Sedan,2815.84,1334.05,699.00,1,608.82,0,0.00,outside,66,1,0,73,1025,1036
500284,CR2,2025-09-11,R,R,F,U,210068,2019,Kia,Forte,3120.81,305.19,699.00,0,0.00,0,0.00,captive,60,1,0,64,1024,1036
500285,CR3,2025-09-11,R,R,F,U,310457,2023,Chevrolet,Traverse,2905.84,2408.95,899.00,0,0.00,1,1883.21,captive,48,1,0,3,1043,1064
500286,CR3,2025-09-11,R,R,F,N,310471,2026,Ford,Bronco,994.01,287.22,799.00,0,0.00,0,0.00,cash,,0,0,2,1043,1064
500287,CR3,2025-09-11,R,R,F,N,310156,2026,Ford,Expedition,898.22,1145.62,799.00,1,795.97,0,0.00,captive,84,1,1,73,1038,1064
500288,CR3,2025-09-11,R,R,F,N,310237,2026,Ford,Bronco,638.02,256.49,799.00,0,0.00,0,0.00,captive,60,1,0,55,1039,1063
500289,CR3,2025-09-11,R,R,F,N,310261,2026,Ford,Mustang,2678.96,207.54,799.00,0,0.00,0,0.00,outside,72,1,0,67,1042,1064
500290,CR3,2025-09-11,R,R,F,U,310291,2024,Jeep,Sedan,1503.21,311.46,899.00,0,0.00,0,0.00,outside,72,1,1,71,1044,1064
500291,CR4,2025-09-11,R,R,F,N,410043,2025,Chevrolet,Tahoe,1372.46,1173.41,699.00,0,0.00,0,0.00,captive,72,1,0,49,1073,1086
500292,CR4,2025-09-11,R,R,F,U,410162,2019,Kia,Telluride,2795.44,245.20,699.00,0,0.00,0,0.00,outside,84,1,0,69,1070,1087
500293,CR4,2025-09-11,R,R,F,U,410192,2023,Jeep,SUV,2309.72,644.18,899.00,0,0.00,0,0.00,outside,72,1,0,34,1068,1087
500294,CR4,2025-09-11,R,R,F,N,410147,2026,Chevrolet,Tahoe,345.72,1510.98,899.00,1,675.58,0,0.00,captive,75,1,1,73,1065,1087
500295,CR4,2025-09-11,R,R,F,N,410058,2025,Chevrolet,Trax,1029.02,1208.60,799.00,0,0.00,0,0.00,outside,60,1,1,34,1068,1087
500296,CR4,2025-09-11,R,R,F,N,410393,2026,Chevrolet,Equinox,314.81,0.00,699.00,0,0.00,0,0.00,cash,,0,0,2,1068,1086
500297,CR4,2025-09-11,R,R,F,U,410179,2017,Jeep,SUV,3178.43,2552.12,899.00,1,741.60,1,1547.52,outside,84,1,1,33,1068,1086
500298,CR4,2025-09-11,R,W,F,U,410228,2019,Kia,Seltos,-471.00,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1068,1086
500299,CR4,2025-09-11,R,W,F,N,410165,2025,Chevrolet,Tahoe,-1083.81,0.00,0.00,0,0.00,0,0.00,none,,0,0,61,1073,1087
500300,CR1,2025-09-12,R,R,F,U,110365,2025,Nissan,Truck,429.51,2853.70,799.00,0,0.00,1,2186.54,outside,72,1,0,1,1002,1021
500301,CR1,2025-09-12,R,R,F,N,110267,2026,Hyundai,Kona,1421.77,889.38,899.00,0,0.00,0,0.00,outside,84,1,0,80,1005,1021
500302,CR1,2025-09-12,R,R,F,N,110279,2026,Hyundai,Ioniq 5,771.75,1533.89,899.00,0,0.00,1,1533.89,cash,,0,0,68,1005,1021
500303,CR1,2025-09-12,R,R,F,U,110067,2024,Chevrolet,Traverse,2935.77,2773.72,699.00,0,0.00,1,1986.48,captive,72,1,0,70,1006,1020
500304,CR1,2025-09-12,L,L,F,N,110013,2026,Hyundai,Sonata,987.92,2540.60,899.00,1,477.20,1,1479.37,captive,66,1,0,43,1004,1021
500305,CR1,2025-09-12,R,R,F,U,110247,2022,Kia,Telluride,1890.04,85.33,799.00,0,0.00,0,0.00,cash,,0,1,80,1008,1021
500306,CR1,2025-09-12,R,R,F,N,110088,2026,Hyundai,Tucson,1669.68,1270.18,799.00,1,535.53,0,0.00,outside,72,1,1,33,1007,1020
500307,CR1,2025-09-12,R,R,F,U,110020,2025,Kia,Telluride,2566.03,1086.55,699.00,0,0.00,1,905.39,cash,,0,1,17,1007,1021
500308,CR1,2025-09-12,R,R,F,U,110008,2025,Nissan,Sedan,3272.13,1936.49,899.00,0,0.00,1,1203.00,outside,75,1,0,65,1005,1021
500309,CR1,2025-09-12,R,R,F,U,110104,2019,Chevrolet,Colorado,2673.06,860.23,699.00,1,677.73,0,0.00,captive,60,1,1,70,1004,1021
500310,CR1,2025-09-12,R,W,F,U,110193,2023,Honda,SUV,508.60,0.00,0.00,0,0.00,0,0.00,none,,0,0,63,1008,1020
500311,CR2,2025-09-12,L,L,F,N,210030,2026,Kia,Forte,3436.98,3788.36,799.00,1,707.29,1,2185.97,outside,75,1,0,37,1022,1037
500312,CR2,2025-09-12,R,R,F,N,210269,2026,Kia,Telluride,2109.67,1191.21,699.00,1,657.09,0,0.00,outside,72,1,0,0,1023,1036
500313,CR2,2025-09-12,L,L,F,N,210257,2026,Kia,Carnival,4856.63,921.80,899.00,0,0.00,0,0.00,captive,72,1,1,2,1026,1037
500314,CR2,2025-09-12,R,R,F,N,210117,2026,Kia,K5,3647.91,3072.47,799.00,1,543.77,1,1851.33,outside,75,1,0,66,1023,1036
500315,CR2,2025-09-12,R,R,F,N,210074,2026,Kia,Seltos,1035.74,1135.14,699.00,1,639.96,0,0.00,outside,48,1,1,51,1024,1036
500316,CR2,2025-09-12,R,R,F,N,210208,2026,Kia,Sportage,2643.00,3892.96,699.00,1,763.06,1,1801.41,captive,72,1,1,11,1022,1037
500317,CR2,2025-09-12,R,R,F,N,210013,2026,Kia,Sportage,1401.49,3037.60,799.00,1,563.75,1,2092.56,captive,84,1,1,66,1023,1036
500318,CR2,2025-09-12,R,W,F,N,210044,2026,Kia,Telluride,316.79,0.00,0.00,0,0.00,0,0.00,none,,0,0,66,1027,1037
500319,CR2,2025-09-12,R,W,F,U,210085,2023,Jeep,SUV,-216.57,0.00,0.00,0,0.00,0,0.00,none,,0,0,72,1025,1036
500320,CR3,2025-09-12,R,R,F,U,310180,2024,Honda,Truck,1860.89,1896.14,799.00,0,0.00,1,1395.59,outside,72,1,0,45,1038,1063
500321,CR3,2025-09-12,R,R,F,U,310283,2018,Nissan,Sedan,1219.84,1126.70,899.00,1,587.35,0,0.00,outside,72,1,0,59,1039,1063
500322,CR3,2025-09-12,R,R,F,N,310317,2026,Ford,Explorer,133.98,3160.04,699.00,1,718.96,1,1697.78,captive,60,1,0,73,1048,1064
500323,CR3,2025-09-12,R,R,F,N,310144,2026,Ford,Super Duty,1925.36,665.35,699.00,0,0.00,0,0.00,outside,60,1,0,68,1042,1063
500324,CR3,2025-09-12,R,R,F,N,310121,2026,Ford,Escape,1750.43,1152.96,799.00,1,602.76,0,0.00,captive,60,1,1,28,1043,1064
500325,CR3,2025-09-12,R,R,F,U,310353,2017,Subaru,SUV,3736.02,1527.50,899.00,1,759.19,0,0.00,captive,72,1,0,24,1038,1064
500326,CR3,2025-09-12,R,R,F,N,310360,2026,Ford,Bronco,353.51,1551.41,899.00,0,0.00,1,1003.90,captive,84,1,1,73,1046,1063
500327,CR3,2025-09-12,L,L,F,N,310084,2026,Ford,Expedition,1259.91,1961.57,699.00,0,0.00,1,1212.07,captive,48,1,1,45,1038,1064
500328,CR3,2025-09-12,R,R,F,N,310093,2026,Ford,Super Duty,3012.13,2826.50,799.00,0,0.00,1,1620.29,outside,72,1,0,22,1046,1064
500329,CR3,2025-09-12,R,W,F,N,310002,2025,Ford,Mustang,-581.06,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1045,1064
500330,CR3,2025-09-12,R,W,F,U,310016,2022,Subaru,Sedan,197.25,0.00,0.00,0,0.00,0,0.00,none,,0,0,75,1047,1063
500331,CR4,2025-09-12,R,R,F,N,410363,2026,Chevrolet,Malibu,2501.33,1425.54,899.00,1,647.71,0,0.00,captive,60,1,1,8,1072,1087
500332,CR4,2025-09-12,R,R,F,N,410398,2026,Chevrolet,Colorado,531.10,393.92,699.00,0,0.00,0,0.00,captive,72,1,1,3,1071,1087
500333,CR4,2025-09-12,R,R,F,U,410265,2018,Hyundai,Santa Fe,3057.98,803.68,799.00,0,0.00,0,0.00,captive,75,1,1,66,1068,1087
500334,CR4,2025-09-12,R,R,F,U,410145,2017,Toyota,SUV,1152.94,2118.35,899.00,1,647.76,1,1160.20,captive,60,1,1,66,1066,1086
500335,CR4,2025-09-12,R,R,F,N,410261,2026,Chevrolet,Malibu,3304.62,307.30,799.00,0,0.00,0,0.00,cash,,0,0,79,1065,1087
500336,CR4,2025-09-12,R,R,F,U,410250,2020,Chevrolet,Tahoe,3541.36,2614.02,899.00,1,563.26,1,1462.67,outside,75,1,0,69,1073,1087
500337,CR4,2025-09-12,R,R,F,N,410355,2026,Chevrolet,Trax,392.67,2121.87,699.00,0,0.00,1,1351.83,captive,48,1,0,9,1071,1086
500338,CR4,2025-09-12,L,L,F,N,410296,2026,Chevrolet,Colorado,1409.56,646.58,699.00,0,0.00,0,0.00,captive,66,1,1,56,1066,1086
500339,CR4,2025-09-12,R,R,F,N,410233,2025,Chevrolet,Trax,3084.49,654.32,799.00,0,0.00,0,0.00,captive,72,1,1,38,1065,1086
500340,CR4,2025-09-12,R,R,F,U,410349,2017,Jeep,SUV,3337.59,2228.52,899.00,1,781.93,1,1138.03,outside,72,1,0,9,1072,1086
500341,CR4,2025-09-12,R,W,F,N,410034,2026,Chevrolet,Tahoe,-94.71,0.00,0.00,0,0.00,0,0.00,none,,0,0,66,1067,1086
500342,CR1,2025-09-13,R,R,F,N,110163,2026,Hyundai,Tucson,1872.62,1853.67,899.00,0,0.00,1,1853.67,cash,,0,0,66,1002,1021
500343,CR1,2025-09-13,R,R,F,N,110028,2026,Hyundai,Palisade,3328.87,417.69,799.00,0,0.00,0,0.00,outside,72,1,1,22,1006,1021
