store_code,report_date,unit_count,deal_count,new_units,used_units,front_gross,fi_gross,total_gross,doc_fee
CR4,2026-06-09,7,7,2,5,22997.16,11338.97,"34,336.13",5193.00
CR4,2026-06-10,7,7,6,1,15435.99,10450.76,"25,886.75",5493.00
CR4,2026-06-11,5,5,2,3,5810.50,8403.03,"14,213.53",3895.00
CR4,2026-06-12,11,11,6,5,19765.38,12464.71,"32,230.09",8189.00
CR4,2026-06-13,10,10,7,3,13025.72,9561.26,"22,586.98",7890.00
CR4,2026-06-14,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-06-15,9,9,2,7,21461.30,14721.21,"36,182.51",6691.00
CR4,2026-06-16,6,6,4,2,8611.79,7385.31,"15,997.10",4594.00
CR4,2026-06-17,7,7,3,4,12466.52,8904.20,"21,370.72",5493.00
CR4,2026-06-18,8,8,5,3,19110.75,11674.07,"30,784.82",6192.00
CR4,2026-06-19,12,12,11,1,24875.92,10367.35,"35,243.27",9288.00
CR4,2026-06-20,10,10,8,2,11914.18,12436.25,"24,350.43",8190.00
CR4,2026-06-21,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-06-22,10,10,4,6,22217.92,13955.12,"36,173.04",7590.00
CR4,2026-06-23,10,10,5,5,19436.98,7488.58,"26,925.56",7790.00
CR4,2026-06-24,8,8,6,2,12086.48,8681.36,"20,767.84",6092.00
CR4,2026-06-25,5,5,1,4,11614.18,9614.84,"21,229.02",4095.00
CR4,2026-06-26,11,11,7,4,20290.21,20325.11,"40,615.32",8889.00
CR4,2026-06-27,14,14,8,6,28720.28,16269.89,"44,990.17",10986.00
CR4,2026-06-28,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-06-29,12,12,7,5,21694.86,14319.73,"36,014.59",9588.00
CR4,2026-06-30,5,5,1,4,16117.98,7518.58,"23,636.56",3795.00
CR4,2026-07-01,5,5,2,3,9148.34,6629.33,"15,777.67",4095.00
CR4,2026-07-02,6,6,4,2,9929.64,4513.81,"14,443.45",4494.00
CR4,2026-07-03,8,8,2,6,18378.83,9655.05,"28,033.88",6392.00
CR4,2026-07-04,10,10,5,5,21614.82,9009.61,"30,624.43",7790.00
CR4,2026-07-05,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-07-06,7,7,3,4,14745.60,7714.21,"22,459.81",5593.00
CR4,2026-07-07,6,6,5,1,11803.51,6657.54,"18,461.05",4794.00
CR4,2026-07-08,5,5,4,1,7531.62,7853.68,"15,385.30",3995.00
CR4,2026-07-09,7,7,4,3,14694.88,12655.22,"27,350.10",5593.00
CR4,2026-07-10,8,8,5,3,22383.26,8555.16,"30,938.42",5692.00
CR4,2026-07-11,11,11,6,5,23778.02,18399.44,"42,177.46",7989.00
CR4,2026-07-12,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-07-13,9,9,5,4,19455.84,11217.44,"30,673.28",6991.00
CR4,2026-07-14,8,8,3,5,20888.73,11449.86,"32,338.59",6492.00
CR4,2026-07-15,8,8,6,2,6743.55,9761.29,"16,504.84",6192.00
CR4,2026-07-16,7,7,3,4,15798.20,9725.60,"25,523.80",5093.00
CR4,2026-07-17,12,12,7,5,29656.22,16797.87,"46,454.09",9388.00
CR4,2026-07-18,12,12,10,2,18833.74,17070.82,"35,904.56",9188.00
CR4,2026-07-19,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-07-20,9,9,5,4,22630.05,15733.77,"38,363.82",7191.00
CR4,2026-07-21,8,8,5,3,8969.74,11767.28,"20,737.02",6492.00
CR4,2026-07-22,7,7,2,5,13576.32,7725.87,"21,302.19",5493.00
CR4,2026-07-23,7,7,4,3,12148.19,11146.32,"23,294.51",5293.00
CR4,2026-07-24,5,5,3,2,11215.63,5914.99,"17,130.62",3795.00
CR4,2026-07-25,8,8,5,3,15826.17,8441.86,"24,268.03",5892.00
CR4,2026-07-26,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-07-27,6,6,2,4,14277.85,6767.28,"21,045.13",4494.00
CR4,2026-07-28,7,7,6,1,11216.57,10941.01,"22,157.58",5293.00
CR4,2026-07-29,9,9,5,4,11037.52,10681.79,"21,719.31",6991.00
CR4,2026-07-30,7,7,4,3,15765.65,8440.84,"24,206.49",5593.00
CR4,2026-07-31,7,7,4,3,16345.65,8968.61,"25,314.26",5093.00
CR4,2026-08-01,9,9,5,4,14763.33,10077.42,"24,840.75",6891.00
CR4,2026-08-02,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-08-03,10,10,6,4,21826.56,12541.86,"34,368.42",7590.00
CR4,2026-08-04,8,8,6,2,12490.48,14099.29,"26,589.77",6192.00
CR4,2026-08-05,6,6,5,1,7110.65,5996.69,"13,107.34",4694.00
CR4,2026-08-06,8,8,6,2,15991.69,14370.70,"30,362.39",5892.00
CR4,2026-08-07,8,8,4,4,16363.18,5995.75,"22,358.93",6492.00
CR4,2026-08-08,12,12,8,4,23317.81,11821.41,"35,139.22",9188.00
CR4,2026-08-09,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-08-10,9,9,6,3,17585.27,13484.62,"31,069.89",7191.00
CR4,2026-08-11,12,12,9,3,24149.47,16727.66,"40,877.13",9088.00
CR4,2026-08-12,5,5,4,1,7909.39,5587.82,"13,497.21",4295.00
CR4,2026-08-13,10,10,7,3,17180.06,11283.35,"28,463.41",7790.00
CR4,2026-08-14,11,11,4,7,25076.53,13080.19,"38,156.72",8589.00
CR4,2026-08-15,11,11,8,3,20654.24,13249.31,"33,903.55",8489.00
CR4,2026-08-16,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-08-17,9,9,5,4,22954.01,13384.65,"36,338.66",6491.00
CR4,2026-08-18,11,11,6,5,16867.49,17379.52,"34,247.01",8389.00
CR4,2026-08-19,8,8,2,6,14438.69,8574.55,"23,013.24",5892.00
CR4,2026-08-20,9,9,4,5,11748.69,6191.79,"17,940.48",6991.00
CR4,2026-08-21,10,10,6,4,19042.54,17869.81,"36,912.35",8090.00
CR4,2026-08-22,13,13,10,3,18859.93,19570.78,"38,430.71",9487.00
CR4,2026-08-23,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-08-24,5,5,5,0,10777.98,6641.98,"17,419.96",3795.00
CR4,2026-08-25,6,6,2,4,10410.72,8440.91,"18,851.63",4794.00
CR4,2026-08-26,10,10,6,4,20095.10,15408.65,"35,503.75",7790.00
CR4,2026-08-27,8,8,3,5,22378.19,8704.73,"31,082.92",6192.00
CR4,2026-08-28,9,9,4,5,16360.54,10569.68,"26,930.22",7391.00
CR4,2026-08-29,9,9,4,5,18414.12,10457.40,"28,871.52",6591.00
CR4,2026-08-30,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-08-31,10,10,8,2,15359.25,10544.45,"25,903.70",7790.00
CR4,2026-09-01,7,7,6,1,12785.29,10030.10,"22,815.39",5493.00
CR4,2026-09-02,10,10,4,6,23563.74,13591.22,"37,154.96",7590.00
CR4,2026-09-03,7,7,3,4,24206.29,8038.60,"32,244.89",5493.00
CR4,2026-09-04,8,8,5,3,12835.08,10746.38,"23,581.46",6492.00
CR4,2026-09-05,10,10,5,5,22435.39,14006.81,"36,442.20",7790.00
